 Iter      Position             C_O2             C_OH             C_Na             C_Cl              Phi          Flux_OH          Flux_Cl          Flux_Na          Flux_O2
    #            η            mol/L            mol/L            mol/L            mol/L            Volts            mol/L                                                                    
    0       0.00000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
    0       0.15000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
    0       0.30000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
    0       0.45000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
    0       0.60000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
    0       0.75000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
    0       0.90000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
    0       1.05000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
    0       1.20000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
    0       1.35000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
    0       1.50000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
    0       1.65000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
    0       1.80000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
    0       1.95000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
    0       2.10000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
    0       2.25000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
    0       2.40000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
    0       2.55000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
    0       2.70000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
    0       2.85000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
    0       3.00000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
    0       3.15000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
    0       3.30000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
    0       3.45000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
    0       3.60000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
    0       3.75000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
    0       3.90000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
    0       4.05000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
    0       4.20000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
    0       4.35000   2.00000000E-04   0.00000000E+00   1.00000000E+00   1.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00   0.00000000E+00
